259,Vlasic,12
260,Vukoja,12
261,Vukovic,12
262,Zivkovic,12
263,Zoric,12
264,Zupan,12
265,Adamik,13
266,Andres,13
267,Baracnik,13
268,Bartoc,13
269,Benec,13
270,Beran,13
271,Bernard,13
272,Biskup,13
273,Blaha,13
274,Blacek,13
275,Bobal,13
276,Bosko,13
277,Broc,13
278,Buranek,13
279,Burec,13
280,Cech,13
281,Cermak,13
282,Cernik,13
283,Cerny,13
284,Cervenka,13
285,Chalupa,13
286,Chalupnik,13
287,Chmela,13
288,Chvatal,13
289,Cipris,13
290,Cicek,13
291,Ctvrtlanik,13
292,Ctvrtnik,13
293,David,13
294,Dolezal,13
295,Doubek,13
296,Duzek,13
297,Dvorak,13
298,Fiala,13
299,Filipek,13
300,Hajek,13
301,Havel,13
302,Havelka,13
303,Havlicek,13
304,Hlavac,13
305,Hlavacek,13
306,Holub,13
307,Horacek,13
308,Horacek,13
309,Horak,13
310,Hornick,13
311,Hornik,13
312,Hrabe,13
313,Hruby,13
314,Hrucka,13
315,Hustovi,13
316,Jahoda,13
317,Janda,13
318,Jandacek,13
319,Janicek,13
320,Jankovic,13
321,Jedlicka,13
322,Jedlicka,13
323,Jehlicka,13
324,Jelen,13
325,Jelinek,13
326,Jec,13
327,Jecek,13
328,Kader,13
329,Kadlec,13
330,Kazpar,13
331,Kladivo,13
332,Klima,13
333,Klimek,13
334,Klimy,13
335,Kohout,13
336,Kolar,13
337,Kopecky,13
338,Kostelecky,13
339,Kovaz,13
340,Kovac,13
341,Kova,13
342,Krall,13
343,Kramr,13
344,Kratochvil,13
345,Krejci,13
346,Kric,13
347,Kucera,13
348,Kudrna,13
349,Kysely,13
350,Lanik,13
351,Laska,13
352,Lukska,13
353,Macek,13
354,Machan,13
355,Maly,13
356,Marek,13
357,Martin,13
358,Martinek,13
359,Martinek,13
360,Marucka,13
361,Maruska,13
362,Macek,13
363,Maselnik,13
364,Matcjka,13
365,Matoucek,13
366,Mlynarik,13
367,Moravec,13
368,Musiac,13
369,Musil,13
370,Myska,13
371,Navratil,13
372,Nedbalek,13
373,Nedved,13
374,Nemec,13
375,Nemecek,13
376,Nosek,13
377,Novacek,13
378,Novak,13
379,Novosad,13
380,Novotny,13
381,Pechacek,13
382,Pecek,13
383,Podsednik,13
384,Pokorny,13
385,Polak,13
386,Pololanik,13
387,Pospicil,13
388,Pracak,13
389,Prochazka,13
390,Pulkrabek,13
391,Pulnik,13
392,Reha,13
393,Reznicek,13
394,Reznik,13
395,Rucicka,13
396,Rybac,13
397,Sarka,13
398,Sarka,13
399,Sasha,13
400,Schovajsa,13
401,Sedlacek,13
402,Sedlak,13
403,Sevcik,13
404,Simek,13
405,Simon,13
406,Skala,13
407,Skalicky,13
408,Slavik,13
409,Slezak,13
410,Slovacek,13
411,Slovak,13
412,Smolak,13
413,Sokol,13
414,Soucek,13
415,Stanek,13
416,Starek,13
417,Starosta,13
418,Stepanek,13
419,Strnad,13
420,Suchy,13
421,Svoboda,13
422,Sykora,13
423,Tesar,13
424,Tesarik,13
425,Vacek,13
426,Vacik,13
427,Valenta,13
428,Vancura,13
429,Vanek,13
430,Vacek,13
431,Vavra,13
432,Vesela,13
433,Vesely,13
434,Vlasck,13
435,Vlcek,13
436,Vrubel,13
437,Wentrcek,13
438,Yedlicka,13
439,Yedlicka,13
440,Zahradnik,13
441,Zelenka,13
442,Zeman,13
443,Zima,13
444,Zitnik,13
445,Abel,14
446,Abels,14
447,Abrahamsen,14
448,Adamsen,14
449,Akselsen,14
450,Albertsen,14
451,Alexandersen,14
452,Amundsen,14
453,Andersen,14
454,Andreasen,14
455,Anthonsen,14
456,Antonsen,14
457,Axelsen,14
458,Bager,14
459,Bendtsen,14
460,Bentsen,14
461,Bjarnesen,14
462,Bodilsen,14
463,Carlsen,14
464,Carstensen,14
465,Christensen,14
466,Christiansen,14
467,Christoffersen,14
468,Clausen,14
469,Clemensen,14
470,Dahl,14
471,Dam,14
472,Danielsen,14
473,Davidsen,14
474,Doctor,14
475,Eriksen,14
476,Falk,14
477,Fisker,14
478,Frank,14
479,Frederiksen,14
480,Giese,14
481,Guldbrandsen,14
482,Gunnarsen,14
483,Hall,14
484,Hansen,14
485,Hansen,14
486,Henningsen,14
487,Henriksen,14
488,Hermansen,14
489,Hjort,14
490,Holgersen,14
491,Holst,14
492,Holt,14
493,Horn,14
494,Horn,14
495,Hummel,14
496,Hummel,14
497,Ibsen,14
498,Jacobsen,14
499,Jakobsen,14
500,Jensen,14
501,Jespersen,14
502,Johansen,14
503,Jokumsen,14
504,Jonasen,14
505,Jorgensen,14
506,Karlsen,14
507,Karstensen,14
508,Kaspersen,14
509,Kjeldsen,14
510,Klassen,14
511,Klausen,14
512,Knudsen,14
513,Kristensen,14
514,Kristiansen,14
515,Kristoffersen,14
516,Lang,14
517,Lange,14
518,Larsen,14
519,Lauritsen,14
520,Ludvigsen,14
521,Lund,14
522,Lykke,14
523,Madsen,14
524,Mathiasen,14
525,Matthiasen,14
526,Mikkelsen,14
527,Moller,14
528,Mortensen,14
529,Nielsen,14
530,Nikolajsen,14
531,Nordskov,14
532,Norup,14
533,Norup,14
534,Olesen,14
535,Olsen,14
536,Olson,14
537,Oster,14
538,Ostergaard,14
539,Ostergard,14
540,Ottosen,14
541,Pallesen,14
542,Pedersen,14
543,Petersen,14
544,Poulsen,14
545,Prebensen,14
546,Randrup,14
547,Rask,14
548,Raske,14
549,Rasmussen,14
550,Reenberg,14
551,Riber,14
552,Robertsen,14
553,Salomon,14
554,Simonsen,14
555,Skovgaard,14
556,Solberg,14
557,Sorendsen,14
558,Sorenson,14
559,Steensen,14
560,Stefansen,14
561,Steffensen,14
562,Stenberg,14
563,Stenger,14
564,Strand,14
565,Svendsen,14
566,Thorn,14
567,Thorsen,14
568,Troelsen,14
569,Vernersen,14
570,Vinter,14
571,Aafjes,15
572,Aaij,15
573,Aakster,15
574,Aaldenberg,15
575,Aalders,15
576,Aalfs,15
577,Aalmers,15
578,Aaltink,15
579,Aarden,15
580,Aarens,15
581,Aarle,15
582,Aarse,15
583,Aarts,15
584,Aartsen,15
585,Aartsma,15
586,Abbes,15
587,Abbing,15
588,Abbingh,15
589,Abbink,15
590,Abel,15
591,Abelen,15
592,Abels,15
593,Aben,15
594,Abraham,15
595,Abrahams,15
596,Abram,15
597,Abrams,15
598,Abspoel,15
599,Abt,15
600,Achterberg,15
601,Achterkamp,15
602,Achterop,15
603,Addens,15
604,Addicks,15
605,Addiks,15
606,Adema,15
607,Admiraal,15
608,Adolfs,15
609,Adriaans,15
610,Adriaansen,15
611,Adrichem,15
612,Aerssens,15
613,Agema,15
614,Agterop,15
615,Agthoven,15
616,Ahlers,15
617,Aikema,15
618,Akker,15
619,Akkerman,15
620,Akkermans,15
621,Akkersdijk,15
622,Alberda,15
623,Alberdink,15
624,Alberink,15
625,Albers,15
626,Albersnagel,15
627,Alberts,15
628,Albring,15
629,Albronda,15
630,Aldenberg,15
631,Aldenkamp,15
632,Alderliesten,15
633,Alders,15
634,Aldershof,15
635,Alferdinck,15
636,Alferink,15
637,Alfons,15
638,Aling,15
639,Alink,15
640,Alles,15
641,Alma,15
642,Altena,15
643,Althuis,15
644,Alting,15
645,Altink,15
646,Amsing,15
647,Ananias,15
648,Andela,15
649,Andries,15
650,Andriessen,15
651,Andringa,15
652,Angenent,15
653,Anholts,15
654,Anker,15
655,Anneijes,15
656,Annevelink,15
657,Antema,15
658,Antonis,15
659,Antonise,15
660,Antonisen,15
661,Antuma,15
662,Aperlo,15
663,Appeldoorn,15
664,Appelhof,15
665,Appelo,15
666,Apperlo,15
667,Arbeid,15
668,Arbeider,15
669,Arbeit,15
670,Arendonk,15
671,Arends,15
672,Arendse,15
673,Arendsen,15
674,Arents,15
675,Arentz,15
676,Ariesen,15
677,Arissen,15
678,Arkes,15
679,Arntz,15
680,Arntzen,15
681,Arntzenius,15
682,Arts,15
683,Arts,15
684,Artz,15
685,Asjes,15
686,Askes,15
687,Asselman,15
688,Assenberg,15
689,Assendorp,15
690,Assies,15
691,Assink,15
692,Atses,15
693,Aukes,15
694,Averesch,15
695,Aveskamp,15
696,Baaiman,15
697,Baak,15
698,Baanders,15
699,Baardwijk,15
700,Baars,15
701,Baart,15
702,Baas,15
703,Baasch,15
704,Bakhuizen,15
705,Bakker,15
706,Barends,15
707,Benscoter,15
708,Beringer,15
709,Beulen,15
710,Beulens,15
711,Beullens,15
712,Beumers,15
713,Bezuidenhout,15
714,Boer,15
715,Boerefijn,15
716,Boon,15
717,Bootsma,15
718,Borst,15
719,Bosch,15
720,Bouwmeester,15
721,Braband,15
722,Brams,15
723,Brinkerhoff,15
724,Bul,15
725,Bulle,15
726,Bullens,15
727,Carl,15
728,Carman,15
729,Ceelen,15
730,Claasen,15
731,Claes,15
732,Cloet,15
733,Cloeten,15
734,Coeman,15
735,Coemans,15
736,Coenen,15
737,Colijn,15
738,Coolen,15
739,Couman,15
740,Coumans,15
741,Crusan,15
742,Cuijper,15
743,Cuijpers,15
744,Cuyper,15
745,Cuypers,15
746,Daalman,15
747,Daalmans,15
748,Daelman,15
749,Daelmans,15
750,Dahl,15
751,Dahlman,15
752,Dahlmans,15
753,Daube,15
754,De cloet,15
755,De groot,15
756,De haven,15
757,De jonckheer,15
758,De jonker,15
759,De klerk,15
760,De kloet,15
761,Derichs,15
762,De snaaijer,15
763,De snaijer,15
764,De veen,15
765,De ven,15
766,De vroom,15
767,De vroome,15
768,De wit,15
769,De with,15
770,De witt,15
771,De witte,15
772,Dierickx,15
773,Dirchs,15
774,Dircks,15
775,Dircksens,15
776,Dirckx,15
777,Diriks,15
778,Dirix,15
779,Dirks,15
780,Dirkse,15
781,Dirksen,15
782,Dirkx,15
783,Drees,15
784,Dreese,15
785,Dreesen,15
786,Dreesens,15
787,Dreessen,15
788,Dreessens,15
789,Dreyer,15
790,Dries,15
791,Driessen,15
792,Dykstra,15
793,Eerkens,15
794,Eikenboom,15
795,Elzinga,15
796,Erckens,15
797,Erkens,15
798,Evers,15
799,Flipse,15
800,Flipsen,15
801,Fortuin,15
802,Fortuyn,15
803,Frank,15
804,Franke,15
805,Geelen,15
806,Geelens,15
807,Geels,15
808,Gelen,15
809,Gelens,15
810,Goossens,15
811,Haak,15
812,Haanraads,15
813,Haanraadts,15
814,Haanraats,15
815,Haanrath,15
816,Haas,15
817,Haenraats,15
818,Haenraets,15
819,Hanraets,15
820,Hansen,15
821,Haumann,15
822,Heeren,15
823,Heijman,15
824,Heijmans,15
825,Heiman,15
826,Heimans,15
827,Hendriks,15
828,Hendrikx,15
829,Hendrix,15
830,Herbert,15
831,Herberts,15
832,Herman,15
833,Herrema,15
834,Heyman,15
835,Heymans,15
836,Hoedemaeker,15
837,Hoedemaekers,15
838,Hoedemaker,15
839,Hoedemakers,15
840,Hofwegen,15
841,Holst,15
842,Holt,15
843,Holtman,15
844,Houben,15
845,Houtkooper,15
846,Houtman,15
847,Hummel,15
848,Hummel,15
849,Jacobs,15
850,Jacobse,15
851,Jacobson,15
852,Jans,15
853,Jansen,15
854,Jansens,15
855,Jansing,15
856,Jansingh,15
857,Jansink,15
858,Janssen,15
859,Janssens,15
860,Janz,15
861,Janzen,15
862,Joncker,15
863,Jonckers,15
864,Jonckheer,15
865,Jonker,15
866,Jonkers,15
867,Joossens,15
868,Joosten,15
869,Kappel,15
870,Karl,15
871,Kikkert,15
872,Klein,15
873,Klerk,15
874,Klerken,15
875,Klerks,15
876,Klerkse,15
877,Klerkx,15
878,Klerx,15
879,Kloet,15
880,Kloeten,15
881,Kloeter,15
882,Koeman,15
883,Koemans,15
884,Kolen,15
885,Kolijn,15
886,Kollen,15
887,Koning,15
888,Kool,15
889,Koole,15
890,Koolen,15
891,Kools,15
892,Kouman,15
893,Koumans,15
894,Krantz,15
895,Kranz,15
896,Krusen,15
897,Kuijpers,15
898,Kuiper,15
899,Kuipers,15
900,Langbroek,15
901,Lauwens,15
902,Lauwers,15
903,Leeuwenhoek,15
904,Lucas,15
905,Lucassen,15
906,Maas,15
907,Maes,15
908,Maessen,15
909,Marquering,15
910,Marquerink,15
911,Mas,15
912,Meeuwe,15
913,Meeuwes,15
914,Meeuwessen,15
915,Meeuweszen,15
916,Meeuwis,15
917,Meeuwissen,15
918,Meeuwsen,15
919,Meisner,15
920,Merckx,15
921,Mertens,15
922,Michel,15
923,Mohren,15
924,Mooren,15
925,Mulder,15
926,Muyskens,15
927,Nagel,15
928,Nelissen,15
929,Nifterick,15
930,Nifterik,15
931,Niftrik,15
932,Offermans,15
933,Ogterop,15
934,Oomen,15
935,Oorschot,15
936,Otten,15
937,Pander,15
938,Panders,15
939,Paul,15
940,Paulis,15
941,Paulissen,15
942,Peerenboom,15
943,Peeters,15
944,Pender,15
945,Penders,15
946,Pennders,15
947,Penner,15
948,Penners,15
949,Peter,15
950,Peusen,15
951,Philips,15
952,Prinsen,15
953,Rademaker,15
954,Rademakers,15
955,Ramaaker,15
956,Ramaker,15
957,Ramakers,15
958,Ramecker,15
959,Rameckers,15
960,Raske,15
961,Reijnder,15
962,Reijnders,15
963,Reinder,15
964,Reinders,15
965,Reynder,15
966,Reynders,15
967,Richard,15
968,Rietveld,15
969,Rijnder,15
970,Rijnders,15
971,Robert,15
972,Roggeveen,15
973,Roijacker,15
974,Roijackers,15
975,Roijakker,15
976,Roijakkers,15
977,Romeijn,15
978,Romeijnders,15
979,Romeijnsen,15
980,Romijn,15
981,Romijnders,15
982,Romijnsen,15
983,Rompa,15
984,Rooiakker,15
985,Rooiakkers,15
986,Rooijakker,15
987,Rooijakkers,15
988,Roosa,15
989,Roosevelt,15
990,Rutten,15
991,Ryskamp,15
992,Samson,15
993,Sanna,15
994,Schenck,15
995,Schermer,15
996,Schneiders,15
997,Schneijder,15
998,Schoonenburg,15
999,Schoonraad,15
1000,Schoorel,15
1001,Schoorl,15
1002,Schorel,15
1003,Schrijnemakers,15
1004,Schuyler,15
1005,Schwarzenberg,15
1006,Seeger,15
1007,Seegers,15
1008,Seelen,15
1009,Segers,15
1010,Segher,15
1011,Seghers,15
1012,Severijns,15
1013,Severins,15
1014,Sevriens,15
1015,Simon,15
1016,Simonis,15
1017,Slootmaekers,15
1018,Smeets,15
1019,Smets,15
1020,Smit,15
1021,Smits,15
1022,Snaaijer,15
1023,Snaijer,15
1024,Sneiders,15
1025,Sneijder,15
1026,Sneijders,15
1027,Sneijer,15
1028,Sneijers,15
1029,Snell,15
1030,Snijder,15
1031,Snijders,15
1032,Specht,15
1033,Spijker,15
1034,Spijker,15
1035,Spiker,15
1036,Ter avest,15
1037,Teunissen,15
1038,Theunissen,15
1039,Tholberg,15
1040,Tillens,15
1041,Tunison,15
1042,Tunneson,15
1043,Van aalsburg,15
1044,Van aalst,15
1045,Van aarle,15
1046,Van achteren,15
1047,Van achthoven,15
1048,Van adrichem,15
1049,Van aggelen,15
1050,Van agteren,15
1051,Van agthoven,15
1052,Van akkeren,15
1053,Van aller,15
1054,Van alphen,15
1055,Van alst,15
1056,Van altena,15
1057,Van althuis,15
1058,Van amelsvoort,15
1059,Van amersvoort,15
1060,Van amstel,15
1061,Van andel,15
1062,Van andringa,15
1063,Van ankeren,15
1064,Van antwerp,15
1065,Van antwerpen,15
1066,Van apeldoorn,15
1067,Van arendonk,15
1068,Van as,15
1069,Van asch,15
1070,Van assen,15
1071,Van baarle,15
1072,Van bokhoven,15
1073,Van breda,15
1074,Van bueren,15
1075,Van buggenum,15
1076,Van buiren,15
1077,Van buren,15
1078,Van can,15
1079,Van cann,15
1080,Van canne,15
1081,Van daal,15
1082,Van daalen,15
1083,Van dael,15
1084,Van daele,15
1085,Van dale,15
1086,Vandale,15
1087,Van dalen,15
1088,Van de laar,15
1089,Van den akker,15
1090,Van den andel,15
1091,Van denend,15
1092,Van der aart,15
1093,Van der as,15
1094,Van der beek,15
1095,Van der berg,15
1096,Van der hout,15
1097,Van der laar,15
1098,Van der see,15
1099,Van der stoep,15
1100,Van der veen,15
1101,Van der ven,15
1102,Van der venn,15
1103,Van der venne,15
1104,Van der vennen,15
1105,Van der zee,15
1106,Van de vliert,15
1107,Van donk,15
1108,Vandroogenbroeck,15
1109,Van haanraads,15
1110,Van haanraats,15
1111,Van haanrade,15
1112,Van haanrath,15
1113,Van haenraats,15
1114,Van haenraets,15
1115,Van hanraets,15
1116,Van hassel,15
1117,Van hautem,15
1118,Van hautum,15
1119,Van heel,15
1120,Van herten,15
1121,Van hofwegen,15
1122,Van horn,15
1123,Van hout,15
1124,Van houte,15
1125,Van houtem,15
1126,Van houten,15
1127,Van houttum,15
1128,Van houtum,15
1129,Van kan,15
1130,Van kann,15
1131,Van kanne,15
1132,Van laar,15
1133,Van laren,15
1134,Van leeuwenhoeck,15
1135,Van leeuwenhoek,15
1136,Van middelburg,15
1137,Van middlesworth,15
1138,Vann,15
1139,Van nifterick,15
1140,Van nifterik,15
1141,Van niftrik,15
1142,Van ogtrop,15
1143,Van oirschot,15
1144,Van oirschotten,15
1145,Van oorschot,15
1146,Van ophoven,15
1147,Van peij,15
1148,Van pey,15
1149,Van rompa,15
1150,Van rompaey,15
1151,Van rompay,15
1152,Van rompaye,15
1153,Van rompu,15
1154,Van rompuy,15
1155,Van rossem,15
1156,Van rossum,15
1157,Van rumpade,15
1158,Van schoorel,15
1159,Van schoorl,15
1160,Van schorel,15
1161,Van't hout,15
1162,Van veen,15
1163,Van veenen,15
1164,Van wegberg,15
1165,Van wieren,15
1166,Van willigen,15
1167,Venner,15
1168,Verboom,15
1169,Vergoossen,15
1170,Verhoeven,15
1171,Vermeulen,15
1172,Ververs,15
1173,Vervloet,15
1174,Visscher,15
1175,Vogels,15
1176,Vossen,15
1177,Vroom,15
1178,Vroomen,15
1179,Wang,15
1180,Waterman,15
1181,Wauters,15
1182,Westenberg,15
1183,Willems,15
1184,Willemse,15
1185,Willemsen,15
1186,Wilms,15
1187,Wolters,15
1188,Wouters,15
1189,Xylander,15
1190,Yancy,15
1191,Yonker,15
1192,Yonkers,15
1193,Zaal,15
1194,Zeeger,15
1195,Zeegers,15
1196,Zeelen,15
1197,Zegers,15
1198,Zegher,15
1199,Zeghers,15
1200,Zuiderduin,15
1201,Abbey,16
1202,Abbott,16
1203,Abel,16
1204,Abney,16
1205,Abraham,16
1206,Abrahams,16
1207,Abrahamson,16
1208,Abram,16
1209,Abrams,16
1210,Abramson,16
1211,Achilles,16
1212,Acker,16
1213,Ackerman,16
1214,Ackerman,16
1215,Adair,16
1216,Adam,16
1217,Adams,16
1218,Adamson,16
1219,Adcock,16
1220,Addison,16
1221,Adkins,16
1222,Aiken,16
1223,Ainsworth,16
1224,Aitken,16
1225,Akerman,16
1226,Akerman,16
1227,Akers,16
1228,Albert,16
1229,Alberts,16
1230,Albertson,16
1231,Albinson,16
1232,Alden,16
1233,Alexander,16
1234,Alfredson,16
1235,Alfson,16
1236,Alger,16
1237,Allard,16
1238,Allen,16
1239,Allsopp,16
1240,Alvey,16
1241,Alvin,16
1242,Anderson,16
1243,Andrews,16
1244,Andrewson,16
1245,Ansel,16
1246,Anson,16
1247,Anthonyson,16
1248,Appleby,16
1249,Appleton,16
1250,Archer,16
1251,Arkwright,16
1252,Armistead,16
1253,Arnold,16
1254,Arrington,16
1255,Arterberry,16
1256,Arterbury,16
1257,Arthur,16
1258,Arthurson,16
1259,Ash,16
1260,Ashley,16
1261,Ashworth,16
1262,Aston,16
1263,Atkins,16
1264,Atkinson,16
1265,Attaway,16
1266,Atteberry,16
1267,Atterberry,16
1268,Attwater,16
1269,Audley,16
1270,Augustine,16
1271,Austin,16
1272,Auteberry,16
1273,Autenberry,16
1274,Auttenberg,16
1275,Averill,16
1276,Avery,16
1277,Ayers,16
1278,Ayers,16
1279,Ayers,16
1280,Aylmer,16
1281,Ayton,16
1282,Babcock,16
1283,Babcocke,16
1284,Babcoke,16
1285,Backus,16
1286,Badcock,16
1287,Badcocke,16
1288,Badcoke,16
1289,Bagley,16
1290,Bailey,16
1291,Baines,16
1292,Baker,16
1293,Baldwin,16
1294,Bancroft,16
1295,Banister,16
1296,Banks,16
1297,Banner,16
1298,Bannerman,16
1299,Barber,16
1300,Bardsley,16
1301,Barker,16
1302,Barlow,16
1303,Barnes,16
1304,Barnet,16
1305,Barnett,16
1306,Barret,16
1307,Barrett,16
1308,Barton,16
1309,Bartram,16
1310,Bass,16
1311,Bates,16
1312,Bateson,16
1313,Battle,16
1314,Batts,16
1315,Baxter,16
1316,Beake,16
1317,Beasley,16
1318,Beattie,16
1319,Beck,16
1320,Beck,16
1321,Beck,16
1322,Becket,16
1323,Beckett,16
1324,Beckham,16
1325,Belcher,16
1326,Bell,16
1327,Bell,16
1328,Bellamy,16
1329,Benbow,16
1330,Benjaminson,16
1331,Bennet,16
1332,Bennett,16
1333,Benson,16
1334,Bentley,16
1335,Benton,16
1336,Bernard,16
1337,Berry,16
1338,Beverley,16
1339,Beverly,16
1340,Bird,16
1341,Bishop,16
1342,Black,16
1343,Blackbourne,16
1344,Blackburn,16
1345,Blackman,16
1346,Blackwood,16
1347,Blake,16
1348,Blakeslee,16
1349,Bloodworth,16
1350,Bloxam,16
1351,Bloxham,16
1352,Blue,16
1353,Blythe,16
1354,Boivin,16
1355,Bolton,16
1356,Bond,16
1357,Bone,16
1358,Bone,16
1359,Bonham,16
1360,Bonher,16
1361,Bonner,16
1362,Bonney,16
1363,Boon,16
1364,Boon,16
1365,Boone,16
1366,Booner,16
1367,Boothman,16
1368,Botwright,16
1369,Bourke,16
1370,Bowman,16
1371,Boyce,16
1372,Braddock,16
1373,Bradford,16
1374,Bradley,16
1375,Brams,16
1376,Bramson,16
1377,Brand,16
1378,Brandon,16
1379,Branson,16
1380,Brant,16
1381,Brasher,16
1382,Brassington,16
1383,Bray,16
1384,Breckenridge,16
1385,Breckinridge,16
1386,Brent,16
1387,Brewer,16
1388,Brewster,16
1389,Brigham,16
1390,Bristol,16
1391,Bristow,16
1392,Britton,16
1393,Broadbent,16
1394,Brock,16
1395,Bronson,16
1396,Brook,16
1397,Brooke,16
1398,Brooks,16
1399,Brown,16
1400,Browne,16
1401,Brownlow,16
1402,Bryan,16
1403,Bryant,16
1404,Bryson,16
1405,Buckley,16
1406,Bullard,16
1407,Bulle,16
1408,Bullock,16
1409,Bunker,16
1410,Burke,16
1411,Burnham,16
1412,Burns,16
1413,Burrell,16
1414,Burton,16
1415,Bush,16
1416,Butcher,16
1417,Butler,16
1418,Butts,16
1419,Byrd,16
1420,Caldwell,16
1421,Cannon,16
1422,Cantrell,16
1423,Carl,16
1424,Carlisle,16
1425,Carlyle,16
1426,Carman,16
1427,Carman,16
1428,Carpenter,16
1429,Carter,16
1430,Cartwright,16
1431,Carver,16
1432,Caulfield,16
1433,Causer,16
1434,Causey,16
1435,Chadwick,16
1436,Chamberlain,16
1437,Chambers,16
1438,Chance,16
1439,Chancellor,16
